event_id,site_id,anomaly_date,classification,confidence,tool_calls_count,total_tokens,summary
EVT-00047,NWSS_mn_2245_Treatment plant_raw wastewater,2024-08-12,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-08-12 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00048,NWSS_mn_2245_Treatment plant_raw wastewater,2024-09-03,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-09-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00049,NWSS_mn_2245_Treatment plant_raw wastewater,2025-01-27,sampling,0.82,6,26149,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2025-01-27 (confidence=0.82, factors=isolated_single_day_event, modest_z_score, no_environmental_drivers, no_clinical_corroboration, no_regional_corroboration, no_variant_activity)"
EVT-00050,NWSS_mn_2245_Treatment plant_raw wastewater,2025-06-18,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2025-06-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00051,NWSS_mt_977_Treatment plant_raw wastewater,2021-02-24,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2021-02-24 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00052,NWSS_mt_977_Treatment plant_raw wastewater,2021-08-04,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2021-08-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00053,NWSS_mt_977_Treatment plant_raw wastewater,2022-02-23,sampling,0.92,5,27139,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2022-02-23 (confidence=0.92, factors=isolated_single_point_event, zero_statistical_significance, no_environmental_driver, no_clinical_corroboration, no_regional_corroboration)"
EVT-00054,NWSS_mt_977_Treatment plant_raw wastewater,2023-02-01,sampling,0.68,5,27549,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2023-02-01 (confidence=0.68, factors=Isolated spike duration, No environmental drivers, Weak clinical signal, Anomalous z-score, No regional corroboration)"
EVT-00055,NWSS_mt_977_Treatment plant_raw wastewater,2023-12-26,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2023-12-26 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00056,NWSS_mt_977_Treatment plant_raw wastewater,2024-03-05,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-03-05 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00057,NWSS_mt_977_Treatment plant_raw wastewater,2024-08-20,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-08-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00058,NWSS_mt_977_Treatment plant_raw wastewater,2024-10-22,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-10-22 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00059,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-16,sampling,0.92,6,34887,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-03-16 (confidence=0.92, factors=isolated_single_point_dip, no_environmental_driver, no_clinical_corroboration, low_statistical_significance, stable_variant_background)"
EVT-00060,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-21,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-03-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00061,NWSS_nc_1611_Treatment plant_raw wastewater,2023-09-07,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-09-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00062,NWSS_nc_1611_Treatment plant_raw wastewater,2024-02-13,sampling,0.72,6,27120,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-02-13 (confidence=0.72, factors=Isolated spike duration, Stable hospitalization trend, Moderate discharge elevation, No precipitation, Contradictory Z-score, No regional corroboration, Stable variant composition)"
EVT-00063,NWSS_nc_1611_Treatment plant_raw wastewater,2024-04-30,sampling,0.78,6,26770,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-04-30 (confidence=0.78, factors=Isolated single-point anomaly, No environmental driver, No clinical corroboration, No regional corroboration, Variant stability)"
EVT-00064,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-04,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-07-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00065,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-30,epidemic,0.72,6,26904,"[epidemic] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-07-30 (confidence=0.72, factors=sustained_signal_elevation, cusum_trend_detection, variant_growth, normal_discharge_on_anomaly_date, no_precipitation)"
EVT-00066,NWSS_nc_1611_Treatment plant_raw wastewater,2024-12-26,sampling,0.78,6,25391,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-12-26 (confidence=0.78, factors=Isolated single-point spike, Z-score at baseline, Holiday timing, Normal hydrology, No precipitation)"
EVT-00067,NWSS_nc_1611_Treatment plant_raw wastewater,2025-02-11,environmental,1.0,0,0,"[environmental] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-02-11 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00068,NWSS_nc_1611_Treatment plant_raw wastewater,2025-04-24,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-04-24 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00069,NWSS_nc_1611_Treatment plant_raw wastewater,2025-05-01,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-05-01 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00070,NWSS_nc_1611_Treatment plant_raw wastewater,2025-07-08,sampling,0.78,6,26809,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-07-08 (confidence=0.78, factors=isolated_single_point_anomaly, no_environmental_trigger_on_anomaly_date, rapid_signal_recovery, no_clinical_corroboration, no_regional_corroboration)"
EVT-00071,NWSS_nc_1611_Treatment plant_raw wastewater,2025-08-21,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-08-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00072,NWSS_nv_554_Treatment plant_90_raw wastewater,2021-11-15,sampling,0.92,6,38979,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2021-11-15 (confidence=0.92, factors=Isolated signal dip, No environmental driver, No clinical corroboration, No variant replacement, No regional corroboration)"
EVT-00073,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-11,epidemic,1.0,0,0,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-01-11 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00074,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-18,sampling,0.72,6,38381,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-01-18 (confidence=0.72, factors=Declining hospitalization trend, No environmental dilution, Downward signal direction, No variant replacement)"
EVT-00075,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-03,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-03-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00076,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-17,sampling,0.92,6,39446,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-03-17 (confidence=0.92, factors=Isolated single-point anomaly, Suspicious minimum value, No environmental driver, No clinical corroboration, No regional corroboration, Post-anomaly rise not epidemic-driven)"
EVT-00077,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-04-07,sampling,0.72,6,39757,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-04-07 (confidence=0.72, factors=Hospitalization trend, Signal pattern anomaly, Environmental factors, Variant stability, Regional corroboration)"
EVT-00078,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-06-20,epidemic,0.95,6,31031,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-06-20 (confidence=0.95, factors=Hospitalization trend, Variant replacement, Signal duration and detection, Absence of environmental confounders)"
EVT-00079,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-07-07,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-07-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00080,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-11-09,environmental,0.78,6,38497,"[environmental] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-11-09 (confidence=0.78, factors=Rainfall dilution, Temporal alignment, Discharge stability, No clinical corroboration, No variant shift)"
EVT-00081,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-06-20,environmental,0.92,6,39769,"[environmental] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2023-06-20 (confidence=0.92, factors=High Discharge Flow (CSO Risk), Isolated Single-Day Signal Dip, No Clinical Corroboration, No Variant Replacement)"
EVT-00082,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-11-23,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2023-11-23 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00083,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-02-15,environmental,0.72,6,37419,"[environmental] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-02-15 (confidence=0.72, factors=Sustained signal elevation (not isolated spike), Inverse relationship with clinical data, Normal hydrological conditions, No precipitation, No variant replacement)"
EVT-00084,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-10,sampling,0.55,6,28426,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-10 (confidence=0.55, factors=Signal Pattern Contradiction, CUSUM Trend Detection, Hospitalization Data Unavailable, Environmental Factors, Variant Stability, Regional Corroboration)"
EVT-00085,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-19,sampling,0.82,6,35339,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-19 (confidence=0.82, factors=isolated_single_point_anomaly, no_environmental_driver, stable_overall_trend, moderate_zscore, no_variant_replacement)"
EVT-00086,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-25,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-25 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00087,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-11-18,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-11-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00088,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-11-25,sampling,0.92,6,35191,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-11-25 (confidence=0.92, factors=Artificial baseline collapse, No environmental drivers, No clinical corroboration, No regional corroboration, No variant activity)"
EVT-00089,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-12-13,sampling,0.85,6,28770,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-12-13 (confidence=0.85, factors=Exact minimum value in historical record, Isolated duration, Normal hydrology, No environmental precipitation, Unavailable clinical corroboration, Minor variant shift)"
EVT-00090,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-01-15,sampling,0.85,6,27522,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-01-15 (confidence=0.85, factors=Isolated 2-day dip pattern, No environmental driver, Rapid recovery, High site variability, No clinical corroboration, No variant replacement)"
EVT-00091,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-02-20,uncertain,0.45,6,36053,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-02-20 (confidence=0.45, factors=Sustained Signal Collapse, No Environmental Cause, No Clinical Corroboration, No Regional Corroboration, Variant Shift Timing)"
EVT-00092,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-03-10,uncertain,0.45,6,19506,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-03-10 (confidence=0.45, factors=Sustained wastewater signal elevation, Absence of environmental dilution, Unavailable hospitalization data, Stable variant landscape, No nearby site corroboration, Weather data unavailability)"
EVT-00093,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-03-25,sampling,0.78,6,27026,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-03-25 (confidence=0.78, factors=Isolated single-point spike, Normal environmental conditions, No clinical corroboration, High site baseline volatility, No regional corroboration, Stable variant landscape)"
EVT-00094,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-04-17,sampling,0.92,6,35531,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-04-17 (confidence=0.92, factors=Signal floor artifact, Isolated duration with rapid recovery, No environmental drivers, Signal direction inconsistent with epidemic, No clinical corroboration)"
EVT-00095,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-05-20,sampling,0.82,5,26637,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-05-20 (confidence=0.82, factors=Isolated Signal Collapse, No Environmental Drivers, Erratic Post-Anomaly Recovery, No Clinical Corroboration, No Regional Corroboration)"
EVT-00096,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-05-30,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-05-30 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00097,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-06-07,sampling,0.92,6,27555,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-06-07 (confidence=0.92, factors=Isolated single-day dip, No environmental drivers, No clinical corroboration, Extreme value at historical minimum)"
