event_id,site_id,anomaly_date,classification,confidence,tool_calls_count,total_tokens,summary
EVT-00011,NWSS_az_1059_Treatment plant_raw wastewater,2022-02-28,sampling,0.85,6,38306,"[sampling] NWSS_az_1059_Treatment plant_raw wastewater @ 2022-02-28 (confidence=0.85, factors=isolated_single_point_dip, hospitalization_trend, no_environmental_corroboration, no_regional_corroboration)"
EVT-00012,NWSS_az_1059_Treatment plant_raw wastewater,2024-05-20,sampling,0.85,7,43405,"[sampling] NWSS_az_1059_Treatment plant_raw wastewater @ 2024-05-20 (confidence=0.85, factors=signal_isolation, duration, clinical_corroboration, environmental_evidence)"
EVT-00013,NWSS_ga_2699_Treatment plant_raw wastewater,2022-06-05,epidemic,0.85,7,45426,"[epidemic] NWSS_ga_2699_Treatment plant_raw wastewater @ 2022-06-05 (confidence=0.85, factors=hospitalization_increase, wastewater_trend, silver_label_agreement, seasonal_context)"
EVT-00014,NWSS_ga_2699_Treatment plant_raw wastewater,2022-08-07,sampling,0.85,7,45239,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2022-08-07 (confidence=0.85, factors=signal_isolation, clinical_corroboration, environmental_absence, silver_label_alignment)"
EVT-00015,NWSS_ga_2699_Treatment plant_raw wastewater,2022-11-13,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2022-11-13 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00016,NWSS_ga_2699_Treatment plant_raw wastewater,2023-03-13,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2023-03-13 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00017,NWSS_ga_2699_Treatment plant_raw wastewater,2023-05-22,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2023-05-22 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00018,NWSS_ga_2699_Treatment plant_raw wastewater,2024-01-15,uncertain,0.65,6,40687,"[uncertain] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-01-15 (confidence=0.65, factors=variant_replacement, clinical_corroboration, signal_pattern, environmental_factors)"
EVT-00019,NWSS_ga_2699_Treatment plant_raw wastewater,2024-01-28,sampling,0.85,7,47737,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-01-28 (confidence=0.85, factors=signal_isolation, clinical_corroboration, hydrology, variant_stability)"
EVT-00020,NWSS_ga_2699_Treatment plant_raw wastewater,2024-04-14,uncertain,0.6,6,40274,"[uncertain] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-04-14 (confidence=0.60, factors=hospitalization_trend, signal_pattern, hydrology_context)"
EVT-00021,NWSS_ga_2699_Treatment plant_raw wastewater,2024-06-16,sampling,0.7,6,39383,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-06-16 (confidence=0.70, factors=signal_pattern, hydrology, duration)"
EVT-00022,NWSS_ga_2699_Treatment plant_raw wastewater,2025-02-02,sampling,0.85,6,39761,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2025-02-02 (confidence=0.85, factors=isolated_signal_dip, normal_hydrology, silver_label_alignment, no_environmental_triggers)"
EVT-00023,NWSS_ga_2699_Treatment plant_raw wastewater,2025-03-16,environmental,0.95,6,39493,"[environmental] NWSS_ga_2699_Treatment plant_raw wastewater @ 2025-03-16 (confidence=0.95, factors=high_flow_dilution, signal_pattern, silver_label_agreement)"
EVT-00024,NWSS_ga_2699_Treatment plant_raw wastewater,2025-06-23,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2025-06-23 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00025,NWSS_il_639_Treatment plant_raw wastewater,2022-03-15,sampling,0.85,6,40770,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-03-15 (confidence=0.85, factors=signal_pattern, clinical_corroboration, hydrology, variant_timing)"
EVT-00026,NWSS_il_639_Treatment plant_raw wastewater,2022-06-09,environmental,0.85,6,43828,"[environmental] NWSS_il_639_Treatment plant_raw wastewater @ 2022-06-09 (confidence=0.85, factors=heavy_rainfall, clinical_corroboration, signal_pattern, hydrology)"
EVT-00027,NWSS_il_639_Treatment plant_raw wastewater,2022-06-21,sampling,0.85,6,45233,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-06-21 (confidence=0.85, factors=signal_pattern, hospitalization_trend, weather_conditions, hydrology)"
EVT-00028,NWSS_il_639_Treatment plant_raw wastewater,2022-09-25,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-09-25 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00029,NWSS_il_639_Treatment plant_raw wastewater,2022-10-18,sampling,0.85,7,48910,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-10-18 (confidence=0.85, factors=signal_isolation, clinical_corroboration, hydrology_contradiction, weather_absence)"
EVT-00030,NWSS_il_639_Treatment plant_raw wastewater,2023-01-26,sampling,0.85,6,40784,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-01-26 (confidence=0.85, factors=signal_isolation, clinical_corroboration, environmental_factors, expert_consensus)"
EVT-00031,NWSS_il_639_Treatment plant_raw wastewater,2023-02-26,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-02-26 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00032,NWSS_il_639_Treatment plant_raw wastewater,2023-05-07,environmental,0.85,6,42016,"[environmental] NWSS_il_639_Treatment plant_raw wastewater @ 2023-05-07 (confidence=0.85, factors=high_flow_dilution, clinical_corroboration, signal_pattern)"
EVT-00033,NWSS_il_639_Treatment plant_raw wastewater,2023-07-04,sampling,0.85,7,48473,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-07-04 (confidence=0.85, factors=signal_pattern, clinical_corroboration, hydrology_timing, holiday_context)"
EVT-00034,NWSS_il_639_Treatment plant_raw wastewater,2023-11-05,sampling,0.85,6,40486,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-11-05 (confidence=0.85, factors=signal_isolation, clinical_mismatch, environmental_absence)"
EVT-00035,NWSS_il_639_Treatment plant_raw wastewater,2023-11-21,epidemic,1.0,0,0,"[epidemic] NWSS_il_639_Treatment plant_raw wastewater @ 2023-11-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00036,NWSS_il_639_Treatment plant_raw wastewater,2024-03-12,environmental,0.85,6,42661,"[environmental] NWSS_il_639_Treatment plant_raw wastewater @ 2024-03-12 (confidence=0.85, factors=high_discharge_percentile, seasonal_snowmelt, clinical_trend_contradiction, variant_stability)"
EVT-00037,NWSS_il_639_Treatment plant_raw wastewater,2024-12-15,uncertain,0.65,7,46889,"[uncertain] NWSS_il_639_Treatment plant_raw wastewater @ 2024-12-15 (confidence=0.65, factors=hydrological_disturbance, signal_pattern, clinical_corroboration)"
EVT-00038,NWSS_il_639_Treatment plant_raw wastewater,2025-02-12,sampling,0.7,6,39596,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-02-12 (confidence=0.70, factors=signal_pattern, duration, hydrology, variant_context)"
EVT-00039,NWSS_il_639_Treatment plant_raw wastewater,2025-05-04,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-05-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00040,NWSS_il_639_Treatment plant_raw wastewater,2025-06-01,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-06-01 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00041,NWSS_mn_2245_Treatment plant_raw wastewater,2023-05-03,environmental,0.75,6,43322,"[environmental] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-05-03 (confidence=0.75, factors=high_flow_dilution, seasonal_snowmelt, clinical_trend)"
EVT-00042,NWSS_mn_2245_Treatment plant_raw wastewater,2023-09-06,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-09-06 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00043,NWSS_mn_2245_Treatment plant_raw wastewater,2023-11-01,epidemic,0.85,7,48117,"[epidemic] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-11-01 (confidence=0.85, factors=hospitalization_increase, wastewater_signal_trend, detection_methods, silver_label_consensus)"
EVT-00044,NWSS_mn_2245_Treatment plant_raw wastewater,2023-12-26,sampling,0.85,7,46545,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-12-26 (confidence=0.85, factors=signal_isolation, hydrology_normal, clinical_corroboration, silver_label_alignment)"
EVT-00045,NWSS_mn_2245_Treatment plant_raw wastewater,2024-02-20,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-02-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00046,NWSS_mn_2245_Treatment plant_raw wastewater,2024-03-27,environmental,1.0,0,0,"[environmental] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-03-27 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00047,NWSS_mn_2245_Treatment plant_raw wastewater,2024-08-12,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-08-12 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00048,NWSS_mn_2245_Treatment plant_raw wastewater,2024-09-03,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-09-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00049,NWSS_mn_2245_Treatment plant_raw wastewater,2025-01-27,sampling,0.85,7,47232,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2025-01-27 (confidence=0.85, factors=signal_isolation, hydrology_normal, silver_label_agreement, no_environmental_confounders)"
EVT-00050,NWSS_mn_2245_Treatment plant_raw wastewater,2025-06-18,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2025-06-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00051,NWSS_mt_977_Treatment plant_raw wastewater,2021-02-24,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2021-02-24 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00052,NWSS_mt_977_Treatment plant_raw wastewater,2021-08-04,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2021-08-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00053,NWSS_mt_977_Treatment plant_raw wastewater,2022-02-23,sampling,0.85,7,50397,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2022-02-23 (confidence=0.85, factors=signal_pattern, clinical_corroboration, environmental_absence)"
EVT-00054,NWSS_mt_977_Treatment plant_raw wastewater,2023-02-01,epidemic,0.75,7,51061,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2023-02-01 (confidence=0.75, factors=hospitalization_trend, variant_replacement, environmental_absence)"
EVT-00055,NWSS_mt_977_Treatment plant_raw wastewater,2023-12-26,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2023-12-26 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00056,NWSS_mt_977_Treatment plant_raw wastewater,2024-03-05,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-03-05 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00057,NWSS_mt_977_Treatment plant_raw wastewater,2024-08-20,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-08-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00058,NWSS_mt_977_Treatment plant_raw wastewater,2024-10-22,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-10-22 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00059,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-16,sampling,0.85,6,40264,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-03-16 (confidence=0.85, factors=signal_isolation, clinical_corroboration, silver_label_agreement, environmental_absence)"
EVT-00060,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-21,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-03-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00061,NWSS_nc_1611_Treatment plant_raw wastewater,2023-09-07,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-09-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00062,NWSS_nc_1611_Treatment plant_raw wastewater,2024-02-13,uncertain,0.65,6,39523,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-02-13 (confidence=0.65, factors=hospitalization_trend, signal_pattern, hydrology)"
EVT-00063,NWSS_nc_1611_Treatment plant_raw wastewater,2024-04-30,uncertain,0.65,6,39659,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-04-30 (confidence=0.65, factors=clinical_data_gap, isolated_signal_dip, no_environmental_confounders, silver_label_prior)"
EVT-00064,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-04,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-07-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00065,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-30,uncertain,0.65,7,48547,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-07-30 (confidence=0.65, factors=sustained_signal_rise, high_discharge_events, variant_circulation, missing_clinical_data)"
EVT-00066,NWSS_nc_1611_Treatment plant_raw wastewater,2024-12-26,uncertain,0.6,7,46739,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-12-26 (confidence=0.60, factors=signal_pattern, environmental_conditions, clinical_corroboration, regional_context)"
EVT-00067,NWSS_nc_1611_Treatment plant_raw wastewater,2025-02-11,environmental,1.0,0,0,"[environmental] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-02-11 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00068,NWSS_nc_1611_Treatment plant_raw wastewater,2025-04-24,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-04-24 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00069,NWSS_nc_1611_Treatment plant_raw wastewater,2025-05-01,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-05-01 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00070,NWSS_nc_1611_Treatment plant_raw wastewater,2025-07-08,uncertain,0.6,6,39953,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-07-08 (confidence=0.60, factors=hydrology_high_flow, signal_pattern, silver_label_agreement)"
EVT-00071,NWSS_nc_1611_Treatment plant_raw wastewater,2025-08-21,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-08-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00072,NWSS_nv_554_Treatment plant_90_raw wastewater,2021-11-15,sampling,0.85,7,54896,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2021-11-15 (confidence=0.85, factors=signal_pattern, clinical_corroboration, environmental_factors, variant_dynamics)"
EVT-00073,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-11,epidemic,1.0,0,0,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-01-11 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00074,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-18,sampling,0.85,6,45955,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-01-18 (confidence=0.85, factors=signal_pattern, hospitalization_trend, environmental_conditions, variant_stability)"
EVT-00075,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-03,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-03-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00076,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-17,sampling,0.85,7,54525,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-03-17 (confidence=0.85, factors=signal_pattern, clinical_corroboration, environmental_absence, silver_label_alignment)"
EVT-00077,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-04-07,uncertain,0.4,6,45855,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-04-07 (confidence=0.40, factors=signal_pattern, clinical_corroboration, environmental_factors, variant_stability)"
EVT-00078,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-06-20,epidemic,0.95,6,45384,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-06-20 (confidence=0.95, factors=hospitalization_trend, variant_replacement, wastewater_signal_magnitude, environmental_absence)"
EVT-00079,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-07-07,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-07-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00080,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-11-09,uncertain,0.65,6,45335,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-11-09 (confidence=0.65, factors=precipitation_dilution, signal_pattern, clinical_corroboration, flow_contradiction)"
EVT-00081,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-06-20,environmental,0.85,6,46463,"[environmental] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2023-06-20 (confidence=0.85, factors=high_flow_dilution, clinical_corroboration, signal_pattern)"
EVT-00082,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-11-23,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2023-11-23 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00083,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-02-15,sampling,0.85,7,53462,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-02-15 (confidence=0.85, factors=signal_isolation, clinical_corroboration, hydrology, variant_stability)"
EVT-00084,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-10,epidemic,0.7,6,41732,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-10 (confidence=0.70, factors=sustained_signal_elevation, trend_detection, discharge_pattern)"
EVT-00085,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-19,sampling,0.85,6,41005,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-19 (confidence=0.85, factors=signal_isolation, hydrology_normal, silver_label_agreement)"
EVT-00086,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-25,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-25 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00087,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-11-18,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-11-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00088,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-11-25,sampling,0.85,7,50544,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-11-25 (confidence=0.85, factors=signal_pattern, environmental_absence, clinical_corroboration, regional_corroboration)"
EVT-00089,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-12-13,sampling,0.85,6,41985,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-12-13 (confidence=0.85, factors=signal_isolation, hydrological_normalcy, silver_label_agreement, epidemic_timing)"
EVT-00090,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-01-15,sampling,0.85,6,41616,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-01-15 (confidence=0.85, factors=signal_pattern, hydrology, silver_label, regional_corroboration)"
EVT-00091,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-02-20,sampling,0.75,6,41228,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-02-20 (confidence=0.75, factors=signal_pattern, hydrology_normal, clinical_corroboration, variant_timing)"
EVT-00092,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-03-10,uncertain,0.65,6,41562,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-03-10 (confidence=0.65, factors=variant_increase, signal_pattern, detection_methods, hydrology_normal)"
EVT-00093,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-03-25,sampling,0.75,6,42489,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-03-25 (confidence=0.75, factors=signal_isolation, silver_label_consensus, clinical_corroboration, environmental_factors)"
EVT-00094,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-04-17,sampling,0.95,6,41040,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-04-17 (confidence=0.95, factors=signal_pattern, hydrology_normal, silver_label_alignment, variant_stability)"
EVT-00095,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-05-20,sampling,0.75,7,49673,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-05-20 (confidence=0.75, factors=signal_pattern, hydrology_normal, climate_timing, silver_label_agreement)"
EVT-00096,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-05-30,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-05-30 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00097,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-06-07,sampling,0.85,6,41438,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-06-07 (confidence=0.85, factors=signal_pattern, environmental_absence, clinical_absence, silver_label_agreement)"
EVT-00098,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-06-28,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-06-28 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00099,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-08-08,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-08-08 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00100,NWSS_ny_1041_Treatment plant_raw wastewater,2022-07-17,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2022-07-17 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00101,NWSS_ny_1041_Treatment plant_raw wastewater,2022-10-17,sampling,0.85,6,42502,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2022-10-17 (confidence=0.85, factors=signal_isolation, clinical_corroboration, environmental_absence)"
EVT-00102,NWSS_ny_1041_Treatment plant_raw wastewater,2022-12-07,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2022-12-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00103,NWSS_ny_1041_Treatment plant_raw wastewater,2023-03-14,environmental,0.85,6,42761,"[environmental] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-03-14 (confidence=0.85, factors=heavy_rainfall, high_flow_cso_risk, clinical_corroboration, signal_pattern)"
EVT-00104,NWSS_ny_1041_Treatment plant_raw wastewater,2023-04-13,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-04-13 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00105,NWSS_ny_1041_Treatment plant_raw wastewater,2023-08-10,mixed,1.0,0,0,"[mixed] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-08-10 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00106,NWSS_ny_1041_Treatment plant_raw wastewater,2023-10-05,sampling,0.75,7,49941,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-10-05 (confidence=0.75, factors=signal_isolation, clinical_corroboration, environmental_factors, detection_method)"
EVT-00107,NWSS_ny_1041_Treatment plant_raw wastewater,2023-12-19,mixed,1.0,0,0,"[mixed] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-12-19 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00108,NWSS_ny_1041_Treatment plant_raw wastewater,2023-12-28,environmental,0.75,6,41703,"[environmental] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-12-28 (confidence=0.75, factors=rainfall_dilution, high_flow_dilution, clinical_corroboration)"
