event_id,site_id,anomaly_date,classification,confidence,tool_calls_count,total_tokens,summary
EVT-00011,NWSS_az_1059_Treatment plant_raw wastewater,2022-02-28,sampling,0.78,6,10320,"[sampling] NWSS_az_1059_Treatment plant_raw wastewater @ 2022-02-28 (confidence=0.78, factors=isolated wastewater spike/dip, no corroborating environmental trigger, hospitalizations not increasing after anomaly, regional variant context not aligned with a sharp 1-day wastewater anomaly)"
EVT-00012,NWSS_az_1059_Treatment plant_raw wastewater,2024-05-20,uncertain,0.38,6,9986,"[uncertain] NWSS_az_1059_Treatment plant_raw wastewater @ 2024-05-20 (confidence=0.38, factors=Wastewater anomaly isolated vs surrounding pattern, Trend after anomaly (possible sustained increase), Environmental confounding (precipitation/temps), Hydrology/flow dilution indicators, Clinical corroboration (hospitalizations), Regional variant dynamics)"
EVT-00013,NWSS_ga_2699_Treatment plant_raw wastewater,2022-06-05,epidemic,0.74,6,10336,"[epidemic] NWSS_ga_2699_Treatment plant_raw wastewater @ 2022-06-05 (confidence=0.74, factors=Wastewater signal magnitude + rising trend around anomaly, Clinical admissions show subsequent increase/uptick within lead window, Lack of environmental/precipitation support for dilution)"
EVT-00014,NWSS_ga_2699_Treatment plant_raw wastewater,2022-08-07,sampling,0.78,6,10103,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2022-08-07 (confidence=0.78, factors=Isolated one-day wastewater drop consistent with lab/sampling anomaly, No corroborating clinical increase in the 14-day after-window, Lack of environmental drivers in the local record (weather data missing/none flagged), No nearby NWSS corroboration)"
EVT-00015,NWSS_ga_2699_Treatment plant_raw wastewater,2022-11-13,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2022-11-13 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00016,NWSS_ga_2699_Treatment plant_raw wastewater,2023-03-13,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2023-03-13 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00017,NWSS_ga_2699_Treatment plant_raw wastewater,2023-05-22,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2023-05-22 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00018,NWSS_ga_2699_Treatment plant_raw wastewater,2024-01-15,environmental,0.72,6,10654,"[environmental] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-01-15 (confidence=0.72, factors=Hydrology / high flow (CSO risk), Weather / rainfall signal not available but hydrology indicates hydraulics-driven perturbation, Clinical corroboration absent)"
EVT-00019,NWSS_ga_2699_Treatment plant_raw wastewater,2024-01-28,uncertain,0.63,6,11508,"[uncertain] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-01-28 (confidence=0.63, factors=Wastewater signal pattern (single-day anomaly with rapid fall), Hydrology/CSO risk around the anomaly window, Weather data not available (precipitation not supporting or ruling out dilution), Hospitalizations show no supportive epidemic rise after wastewater, No nearby-site corroboration, Variant dynamics do not indicate a sharp replacement event)"
EVT-00020,NWSS_ga_2699_Treatment plant_raw wastewater,2024-04-14,uncertain,0.48,6,19612,"[uncertain] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-04-14 (confidence=0.48, factors=Wastewater signal anomaly pattern (short, falling around anomaly date), Hydrology / possible combined sewer overflow (CSO) risk near anomaly window, Weather confounding (precipitation unavailable / 0 mm reported), Clinical corroboration (hospitalizations not clearly increasing in 14-day window), Regional corroboration (nearby sites))"
EVT-00021,NWSS_ga_2699_Treatment plant_raw wastewater,2024-06-16,uncertain,0.55,6,10795,"[uncertain] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-06-16 (confidence=0.55, factors=single-day wastewater dip with limited corroboration, no detected rainfall signal (weather data returned empty), hydrology/flow mostly normal (low discharge percentiles), clinical (hospitalization) data unavailable, variant dynamics may contribute but not confirm epidemic)"
EVT-00022,NWSS_ga_2699_Treatment plant_raw wastewater,2025-02-02,sampling,0.78,6,10902,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2025-02-02 (confidence=0.78, factors=isolated single-day wastewater spike/dip, no supporting precipitation signal, hydrology suggests later CSO risk, not specifically on anomaly day, no clinical corroboration available (hospitalization data missing))"
EVT-00023,NWSS_ga_2699_Treatment plant_raw wastewater,2025-03-16,environmental,0.86,6,10503,"[environmental] NWSS_ga_2699_Treatment plant_raw wastewater @ 2025-03-16 (confidence=0.86, factors=high-flow / CSO risk (hydrology disruption), precipitation confounding evidence not captured by weather feed (0mm returned), but flow disruption is present, wastewater signal pattern consistent with environmental dilution/instability (single-day dip; falling trend))"
EVT-00024,NWSS_ga_2699_Treatment plant_raw wastewater,2025-06-23,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2025-06-23 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00025,NWSS_il_639_Treatment plant_raw wastewater,2022-03-15,sampling,0.82,6,10851,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-03-15 (confidence=0.82, factors=Single-day isolated anomaly (rolling_zscore/stl_residual trigger), Hydrology indicates high flow/CSO risk but does not align with a sustained epidemic pattern at the hospital level, Clinical hospitalization trend does not show an increase within wastewater lead window)"
EVT-00026,NWSS_il_639_Treatment plant_raw wastewater,2022-06-09,environmental,0.82,6,13302,"[environmental] NWSS_il_639_Treatment plant_raw wastewater @ 2022-06-09 (confidence=0.82, factors=Heavy rainfall prior to/at anomaly date causing dilution, High wastewater discharge / CSO risk consistent with storm impacts, Clinical corroboration absent (no meaningful hospital increase after anomaly))"
EVT-00027,NWSS_il_639_Treatment plant_raw wastewater,2022-06-21,sampling,0.78,6,13096,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-06-21 (confidence=0.78, factors=isolated single-day wastewater spike/dip with quick return, limited clinical corroboration in the following 14 days, environmental disturbance present but not temporally aligned to explain an isolated one-day lab/sampling aberration)"
EVT-00028,NWSS_il_639_Treatment plant_raw wastewater,2022-09-25,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-09-25 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00029,NWSS_il_639_Treatment plant_raw wastewater,2022-10-18,sampling,0.72,6,11400,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-10-18 (confidence=0.72, factors=isolated single-day wastewater anomaly, limited corroboration from clinical data (hospitalizations stable), environmental confounding is not well-aligned to the anomaly day)"
EVT-00030,NWSS_il_639_Treatment plant_raw wastewater,2023-01-26,sampling,0.78,6,11529,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-01-26 (confidence=0.78, factors=Anomaly is isolated (1-day) and returns quickly, No corroborating clinical rise in the 14-day post-anomaly window, Limited environmental support for a wastewater concentration jump)"
EVT-00031,NWSS_il_639_Treatment plant_raw wastewater,2023-02-26,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-02-26 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00032,NWSS_il_639_Treatment plant_raw wastewater,2023-05-07,sampling,0.78,6,11723,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-05-07 (confidence=0.78, factors=isolated single-day anomaly pattern, lack of supporting clinical (hospitalization) increase after anomaly, environmental dilution risk present but not aligned to a sustained epidemic confirmation, weather precipitation data missing/zero reported; cannot attribute anomaly to a specific rainfall event on 2023-05-07)"
EVT-00033,NWSS_il_639_Treatment plant_raw wastewater,2023-07-04,sampling,0.78,5,10370,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-07-04 (confidence=0.78, factors=isolated single-day wastewater spike/dip (anomaly duration 1 day), environmental precipitation not supported (weather query shows none), hydrology disturbance present but limited temporal alignment to a true sustained community signal, clinical admissions do not corroborate an epidemic increase after wastewater)"
EVT-00034,NWSS_il_639_Treatment plant_raw wastewater,2023-11-05,uncertain,0.56,6,10979,"[uncertain] NWSS_il_639_Treatment plant_raw wastewater @ 2023-11-05 (confidence=0.56, factors=Wastewater signal magnitude/direction, Environmental confounding (precipitation), Environmental confounding (hydrology/discharge), Clinical corroboration (hospitalizations), Regional signal corroboration (nearby sites))"
EVT-00035,NWSS_il_639_Treatment plant_raw wastewater,2023-11-21,epidemic,1.0,0,0,"[epidemic] NWSS_il_639_Treatment plant_raw wastewater @ 2023-11-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00036,NWSS_il_639_Treatment plant_raw wastewater,2024-03-12,environmental,0.72,6,11619,"[environmental] NWSS_il_639_Treatment plant_raw wastewater @ 2024-03-12 (confidence=0.72, factors=CSO/high discharge reducing effective/consistent sampling conditions, Lack of clinical corroboration for an epidemic rise, Weather data unavailable for the period (but modeled precipitation indicates none))"
EVT-00037,NWSS_il_639_Treatment plant_raw wastewater,2024-12-15,uncertain,0.56,6,10616,"[uncertain] NWSS_il_639_Treatment plant_raw wastewater @ 2024-12-15 (confidence=0.56, factors=Environmental (hydrology/flow-driven dilution/transport), Clinical corroboration not available (hospitalization data missing/empty), Community corroboration not available (nearby sites absent), Epidemiological signal plausibility (wastewater trend increase after anomaly))"
EVT-00038,NWSS_il_639_Treatment plant_raw wastewater,2025-02-12,uncertain,0.62,6,10656,"[uncertain] NWSS_il_639_Treatment plant_raw wastewater @ 2025-02-12 (confidence=0.62, factors=Event pattern (isolated, no clear supporting magnitude), Environmental precipitation signal absent; discharge not extreme, No nearby corroboration sites, Clinical hospitalization data unavailable, No variant replacement detected in region)"
EVT-00039,NWSS_il_639_Treatment plant_raw wastewater,2025-05-04,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-05-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00040,NWSS_il_639_Treatment plant_raw wastewater,2025-06-01,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-06-01 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00041,NWSS_mn_2245_Treatment plant_raw wastewater,2023-05-03,sampling,0.7,6,12000,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-05-03 (confidence=0.70, factors=isolated one-day extreme low value, no significant precipitation signal in matched window, high-flow/CSO risk present but does not align with isolated 1-day dip pattern, no nearby site corroboration)"
EVT-00042,NWSS_mn_2245_Treatment plant_raw wastewater,2023-09-06,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-09-06 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00043,NWSS_mn_2245_Treatment plant_raw wastewater,2023-11-01,epidemic,0.72,6,11179,"[epidemic] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-11-01 (confidence=0.72, factors=wastewater signal rise (sustained post-anomaly increase), clinical hospitalization trend not decreasing; supports community-level change, variant context consistent with epidemiological change)"
EVT-00044,NWSS_mn_2245_Treatment plant_raw wastewater,2023-12-26,sampling,0.74,6,10465,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-12-26 (confidence=0.74, factors=isolated, single-day extreme drop, no corroborating environmental forcing (precipitation missing/none; hydrology not extreme), no nearby-site corroboration (regional inconsistency expected), clinical data does not show a post-anomaly increase pattern)"
EVT-00045,NWSS_mn_2245_Treatment plant_raw wastewater,2024-02-20,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-02-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00046,NWSS_mn_2245_Treatment plant_raw wastewater,2024-03-27,environmental,1.0,0,0,"[environmental] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-03-27 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00047,NWSS_mn_2245_Treatment plant_raw wastewater,2024-08-12,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-08-12 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00048,NWSS_mn_2245_Treatment plant_raw wastewater,2024-09-03,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-09-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00049,NWSS_mn_2245_Treatment plant_raw wastewater,2025-01-27,sampling,0.78,6,10533,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2025-01-27 (confidence=0.78, factors=Isolated one-day anomaly (signal drop) consistent with sampling/lab variability, No supporting environmental precipitation signal, Hydrology indicates flows are not at extreme/high-risk levels, Clinical hospitalization data unavailable (cannot corroborate epidemic), Nearby site corroboration not available)"
EVT-00050,NWSS_mn_2245_Treatment plant_raw wastewater,2025-06-18,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2025-06-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00051,NWSS_mt_977_Treatment plant_raw wastewater,2021-02-24,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2021-02-24 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00052,NWSS_mt_977_Treatment plant_raw wastewater,2021-08-04,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2021-08-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00053,NWSS_mt_977_Treatment plant_raw wastewater,2022-02-23,sampling,0.84,6,11765,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2022-02-23 (confidence=0.84, factors=Isolated one-day wastewater drop/spike pattern, Lack of corroborating environmental disturbance (rainfall), Hydrology not indicative of CSO/high-discharge dilution at the anomaly date, No nearby-site corroboration, Clinical data do not show a clear corroborating rise after the anomaly (wastewater lead))"
EVT-00054,NWSS_mt_977_Treatment plant_raw wastewater,2023-02-01,uncertain,0.55,6,11559,"[uncertain] NWSS_mt_977_Treatment plant_raw wastewater @ 2023-02-01 (confidence=0.55, factors=single-day wastewater spike with rapid return, minimal rainfall / no dilution event, hydrology/discharge not elevated, clinical hospitalization does not show clear post-anomaly rise, variant dynamics may increase shedding without clear clinical corroboration)"
EVT-00055,NWSS_mt_977_Treatment plant_raw wastewater,2023-12-26,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2023-12-26 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00056,NWSS_mt_977_Treatment plant_raw wastewater,2024-03-05,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-03-05 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00057,NWSS_mt_977_Treatment plant_raw wastewater,2024-08-20,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-08-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00058,NWSS_mt_977_Treatment plant_raw wastewater,2024-10-22,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-10-22 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00059,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-16,sampling,0.78,6,11008,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-03-16 (confidence=0.78, factors=Isolated one-day wastewater drop (signal anomaly), No corroborating epidemic signal in clinical hospitalizations (14-day after window), Environmental indicators not supportive of dilution-driven dilution at the anomaly day, Hydrology suggests only modest/high-flow risk is not extreme enough for strong dilution)"
EVT-00060,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-21,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-03-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00061,NWSS_nc_1611_Treatment plant_raw wastewater,2023-09-07,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-09-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00062,NWSS_nc_1611_Treatment plant_raw wastewater,2024-02-13,uncertain,0.52,6,10955,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-02-13 (confidence=0.52, factors=Wastewater pattern (isolated 1-day spike, peak on 2024-02-13), Clinical corroboration absent (state hospitalizations stable), Environmental precipitation signal not supported by available weather data, Hydrology shows elevated discharge at times but no CSO/high-flow risk flags, Regional corroboration missing (no nearby NWSS sites within 100 km), Variant dynamics not supportive of a rapid epidemic shift)"
EVT-00063,NWSS_nc_1611_Treatment plant_raw wastewater,2024-04-30,uncertain,0.46,6,11066,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-04-30 (confidence=0.46, factors=Isolated 1-day wastewater drop, No corroborating clinical rise (hospitalizations), Hydrology suggests some flow variability around anomaly, No nearby-site corroboration, Variant shift occurred but not temporally anchored to 2024-04-30)"
EVT-00064,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-04,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-07-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00065,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-30,mixed,0.62,6,11338,"[mixed] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-07-30 (confidence=0.62, factors=hydrology_high_flow_cso_risk, variant_replacement, clinical_corroboration_absent, localized_single_day_anomaly)"
EVT-00066,NWSS_nc_1611_Treatment plant_raw wastewater,2024-12-26,uncertain,0.62,6,10745,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-12-26 (confidence=0.62, factors=isolated wastewater spike, no corroborating local signal, environmental evidence is mixed/insufficient, clinical corroboration unavailable)"
EVT-00067,NWSS_nc_1611_Treatment plant_raw wastewater,2025-02-11,environmental,1.0,0,0,"[environmental] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-02-11 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00068,NWSS_nc_1611_Treatment plant_raw wastewater,2025-04-24,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-04-24 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00069,NWSS_nc_1611_Treatment plant_raw wastewater,2025-05-01,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-05-01 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00070,NWSS_nc_1611_Treatment plant_raw wastewater,2025-07-08,uncertain,0.45,6,10618,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-07-08 (confidence=0.45, factors=wastewater signal behavior (isolated low point), hydrology/CSO-related high-flow risk near the anomaly window, weather data unavailable/empty (no detected precipitation events), clinical corroboration missing (hospitalization data unavailable))"
EVT-00071,NWSS_nc_1611_Treatment plant_raw wastewater,2025-08-21,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-08-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00072,NWSS_nv_554_Treatment plant_90_raw wastewater,2021-11-15,sampling,0.86,6,12813,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2021-11-15 (confidence=0.86, factors=isolated magnitude drop over 2 days, limited environmental disturbance (precipitation not large; discharge normal), no supportive clinical rise after the wastewater dip)"
EVT-00073,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-11,epidemic,1.0,0,0,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-01-11 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00074,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-18,uncertain,0.62,6,13733,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-01-18 (confidence=0.62, factors=environmental (precipitation/flow confounding check), clinical corroboration (hospitalizations), regional corroboration (nearby wastewater sites), variant dynamics, wastewater signal morphology (isolated 1-day dip))"
EVT-00075,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-03,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-03-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00076,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-17,sampling,0.83,6,12927,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-03-17 (confidence=0.83, factors=Isolated 1-day extreme/flat value pattern, No precipitation dilution signal around the anomaly, Hydrology remained within normal/typical discharge range, Clinical admissions trend does not show an upturn after the anomaly window)"
EVT-00077,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-04-07,uncertain,0.55,6,13274,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-04-07 (confidence=0.55, factors=Wastewater signal pattern (isolated 1-day anomaly with falling trend), Environmental forcing (low precipitation; no CSO/high-flow evidence), Clinical corroboration (hospitalizations stable/decreasing after anomaly), Regional corroboration (nearby sites absent) and variant context (no dominant shift))"
EVT-00078,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-06-20,epidemic,0.86,6,13727,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-06-20 (confidence=0.86, factors=Wastewater signal magnitude and persistence, Environmental dilution unlikely (rainfall and discharge stability), Clinical corroboration (hospital admissions increasing after wastewater lead), Variant context supports a real epidemiologic shift)"
EVT-00079,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-07-07,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-07-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00080,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-11-09,uncertain,0.62,6,12200,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-11-09 (confidence=0.62, factors=anomalous wastewater is isolated and short-lived, moderate rainfall on anomaly date, no corroborating flow-discharge extremes, clinical admissions do not show a clear post-anomaly rise, no regional variant replacement signal)"
EVT-00081,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-06-20,environmental,0.86,6,13110,"[environmental] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2023-06-20 (confidence=0.86, factors=CSO/high-flow dilution & treatment hydraulics instability, Precipitation signal absent but hydraulic confounding present, No hospitalization corroboration for an epidemic spike)"
EVT-00082,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-11-23,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2023-11-23 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00083,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-02-15,sampling,0.78,6,12730,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-02-15 (confidence=0.78, factors=isolated 1-day wastewater spike, no corroborating clinical increase (14-day after window), no precipitation / no significant environmental triggering, hydrology not strongly supportive of dilution/CSO)"
EVT-00084,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-10,sampling,0.78,6,11219,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-10 (confidence=0.78, factors=Anomaly temporal pattern (isolated, 1-day detection), Low/absent precipitation around anomaly (no dilution driver), Hydrology not strongly supportive of overflow/dilution, No nearby NWSS corroboration, Clinical corroboration unavailable (hospitalization series missing))"
EVT-00085,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-19,sampling,0.78,6,11642,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-19 (confidence=0.78, factors=Isolation of anomaly (1-day event) with quick reversion, No corroborating environmental trigger (no significant precipitation detected; weather tool returned 0 significant events), Hydrology not indicative of major dilution/CSO disruption at the anomaly date, No regional wastewater corroboration, Clinical data unavailable; variant replacement not occurring)"
EVT-00086,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-25,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-25 (confidence=1.00, factors=silver_label_passthrough)"
