event_id,site_id,anomaly_date,classification,confidence,tool_calls_count,total_tokens,summary
EVT-00011,NWSS_az_1059_Treatment plant_raw wastewater,2022-02-28,sampling,0.88,6,34127,"[sampling] NWSS_az_1059_Treatment plant_raw wastewater @ 2022-02-28 (confidence=0.88, factors=sampling, environmental, clinical_trend)"
EVT-00012,NWSS_az_1059_Treatment plant_raw wastewater,2024-05-20,uncertain,0.0,0,6636,"[uncertain] NWSS_az_1059_Treatment plant_raw wastewater @ 2024-05-20 (confidence=0.00, factors=)"
EVT-00013,NWSS_ga_2699_Treatment plant_raw wastewater,2022-06-05,epidemic,0.85,0,5886,"[epidemic] NWSS_ga_2699_Treatment plant_raw wastewater @ 2022-06-05 (confidence=0.85, factors=clinical_trend (hospitalizations), wastewater regional corroboration, variant dynamics, sampling/lab error, environmental (precipitation/flow))"
EVT-00014,NWSS_ga_2699_Treatment plant_raw wastewater,2022-08-07,sampling,0.0,0,6779,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2022-08-07 (confidence=0.00, factors=)"
EVT-00015,NWSS_ga_2699_Treatment plant_raw wastewater,2022-11-13,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2022-11-13 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00016,NWSS_ga_2699_Treatment plant_raw wastewater,2023-03-13,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2023-03-13 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00017,NWSS_ga_2699_Treatment plant_raw wastewater,2023-05-22,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2023-05-22 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00018,NWSS_ga_2699_Treatment plant_raw wastewater,2024-01-15,sampling,0.82,5,31453,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-01-15 (confidence=0.82, factors=isolated_single-day_anomalous_value (sampling/lab/collection), lack_of_clinical_corroboration, environmental_dilution_or_high_flow)"
EVT-00019,NWSS_ga_2699_Treatment plant_raw wastewater,2024-01-28,sampling,0.85,6,12628,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-01-28 (confidence=0.85, factors=isolated single-day spike consistent with sampling or lab anomaly, no clinical corroboration (hospitalizations), lack of regional corroboration, no environmental driver identified)"
EVT-00020,NWSS_ga_2699_Treatment plant_raw wastewater,2024-04-14,uncertain,0.0,0,5168,"[uncertain] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-04-14 (confidence=0.00, factors=)"
EVT-00021,NWSS_ga_2699_Treatment plant_raw wastewater,2024-06-16,uncertain,0.0,0,3418,"[uncertain] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-06-16 (confidence=0.00, factors=)"
EVT-00022,NWSS_ga_2699_Treatment plant_raw wastewater,2025-02-02,sampling,0.0,0,3332,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2025-02-02 (confidence=0.00, factors=)"
EVT-00023,NWSS_ga_2699_Treatment plant_raw wastewater,2025-03-16,sampling,0.78,6,31044,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2025-03-16 (confidence=0.78, factors=sampling_error_or_lab_artifact, environmental_dilution, clinical_epidemic_signal)"
EVT-00024,NWSS_ga_2699_Treatment plant_raw wastewater,2025-06-23,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2025-06-23 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00025,NWSS_il_639_Treatment plant_raw wastewater,2022-03-15,sampling,0.88,0,6111,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-03-15 (confidence=0.88, factors=sampling_or_lab_error, environmental_factors (rainfall/flow), clinical_epidemiology, variant_dynamics)"
EVT-00026,NWSS_il_639_Treatment plant_raw wastewater,2022-06-09,environmental,0.88,5,33361,"[environmental] NWSS_il_639_Treatment plant_raw wastewater @ 2022-06-09 (confidence=0.88, factors=heavy_precipitation (dilution), elevated discharge / CSO risk (dilution/flow-driven signal change), isolated single-day anomaly (possible sampling/lab noise), clinical corroboration (hospitalizations), nearby site corroboration)"
EVT-00027,NWSS_il_639_Treatment plant_raw wastewater,2022-06-21,sampling,0.86,6,41096,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-06-21 (confidence=0.86, factors=isolated_single-day_spike, lack_of_clinical_corroboration, hydrology/weather_not_supporting_dilution_or_environmental_cause, lack_of_regional_corroboration)"
EVT-00028,NWSS_il_639_Treatment plant_raw wastewater,2022-09-25,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-09-25 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00029,NWSS_il_639_Treatment plant_raw wastewater,2022-10-18,sampling,0.0,0,4433,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-10-18 (confidence=0.00, factors=)"
EVT-00030,NWSS_il_639_Treatment plant_raw wastewater,2023-01-26,sampling,0.82,6,37412,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-01-26 (confidence=0.82, factors=sampling, environmental, epidemic)"
EVT-00031,NWSS_il_639_Treatment plant_raw wastewater,2023-02-26,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-02-26 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00032,NWSS_il_639_Treatment plant_raw wastewater,2023-05-07,sampling,0.8,6,40443,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-05-07 (confidence=0.80, factors=sampling_artifact_or_lab_error, environmental_dilution (possible, limited))"
EVT-00033,NWSS_il_639_Treatment plant_raw wastewater,2023-07-04,sampling,0.0,0,3202,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-07-04 (confidence=0.00, factors=)"
EVT-00034,NWSS_il_639_Treatment plant_raw wastewater,2023-11-05,epidemic,0.8,6,37213,"[epidemic] NWSS_il_639_Treatment plant_raw wastewater @ 2023-11-05 (confidence=0.80, factors=state_hospitalizations, wastewater_signal_change, environmental_factors (precipitation/discharge), sampling_artifact_risk)"
EVT-00035,NWSS_il_639_Treatment plant_raw wastewater,2023-11-21,epidemic,1.0,0,0,"[epidemic] NWSS_il_639_Treatment plant_raw wastewater @ 2023-11-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00036,NWSS_il_639_Treatment plant_raw wastewater,2024-03-12,uncertain,0.8,0,4818,"[uncertain] NWSS_il_639_Treatment plant_raw wastewater @ 2024-03-12 (confidence=0.80, factors=sampling, environmental (possible flow/dilution or lab inhibition issues), clinical (epidemic) - low)"
EVT-00037,NWSS_il_639_Treatment plant_raw wastewater,2024-12-15,sampling,0.82,6,16702,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2024-12-15 (confidence=0.82, factors=sampling_error_or_lab_artifact, environmental_flow_changes, clinical_corroboration_unavailable, variant_dynamics)"
EVT-00038,NWSS_il_639_Treatment plant_raw wastewater,2025-02-12,uncertain,0.0,0,5335,"[uncertain] NWSS_il_639_Treatment plant_raw wastewater @ 2025-02-12 (confidence=0.00, factors=)"
EVT-00039,NWSS_il_639_Treatment plant_raw wastewater,2025-05-04,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-05-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00040,NWSS_il_639_Treatment plant_raw wastewater,2025-06-01,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-06-01 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00041,NWSS_mn_2245_Treatment plant_raw wastewater,2023-05-03,environmental,0.9,5,34058,"[environmental] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-05-03 (confidence=0.90, factors=high_flow / dilution (CSO/snowmelt driven), isolated single-day low measurement (possible lab/censoring), lack of epidemiological support)"
EVT-00042,NWSS_mn_2245_Treatment plant_raw wastewater,2023-09-06,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-09-06 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00043,NWSS_mn_2245_Treatment plant_raw wastewater,2023-11-01,epidemic,0.0,6,17392,"[epidemic] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-11-01 (confidence=0.00, factors=)"
EVT-00044,NWSS_mn_2245_Treatment plant_raw wastewater,2023-12-26,sampling,0.85,0,6061,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-12-26 (confidence=0.85, factors=sampling_issue (isolated single-day dip), holiday / operational disruption, environmental factors (checked but not supported))"
EVT-00045,NWSS_mn_2245_Treatment plant_raw wastewater,2024-02-20,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-02-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00046,NWSS_mn_2245_Treatment plant_raw wastewater,2024-03-27,environmental,1.0,0,0,"[environmental] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-03-27 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00047,NWSS_mn_2245_Treatment plant_raw wastewater,2024-08-12,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-08-12 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00048,NWSS_mn_2245_Treatment plant_raw wastewater,2024-09-03,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-09-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00049,NWSS_mn_2245_Treatment plant_raw wastewater,2025-01-27,sampling,0.0,0,4371,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2025-01-27 (confidence=0.00, factors=)"
EVT-00050,NWSS_mn_2245_Treatment plant_raw wastewater,2025-06-18,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2025-06-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00051,NWSS_mt_977_Treatment plant_raw wastewater,2021-02-24,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2021-02-24 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00052,NWSS_mt_977_Treatment plant_raw wastewater,2021-08-04,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2021-08-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00053,NWSS_mt_977_Treatment plant_raw wastewater,2022-02-23,sampling,0.85,0,4552,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2022-02-23 (confidence=0.85, factors=isolated single-day dip, lack of environmental drivers (rain/flow), no clinical corroboration)"
EVT-00054,NWSS_mt_977_Treatment plant_raw wastewater,2023-02-01,epidemic,0.75,6,43713,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2023-02-01 (confidence=0.75, factors=state_hospitalizations (clinical corroboration), variant replacement (shedding dynamics), sampling / measurement variability)"
EVT-00055,NWSS_mt_977_Treatment plant_raw wastewater,2023-12-26,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2023-12-26 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00056,NWSS_mt_977_Treatment plant_raw wastewater,2024-03-05,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-03-05 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00057,NWSS_mt_977_Treatment plant_raw wastewater,2024-08-20,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-08-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00058,NWSS_mt_977_Treatment plant_raw wastewater,2024-10-22,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-10-22 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00059,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-16,sampling,0.85,6,36823,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-03-16 (confidence=0.85, factors=isolated_sampling/lab error, environmental (dilution/high flow), clinical/epidemic)"
EVT-00060,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-21,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-03-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00061,NWSS_nc_1611_Treatment plant_raw wastewater,2023-09-07,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-09-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00062,NWSS_nc_1611_Treatment plant_raw wastewater,2024-02-13,uncertain,0.65,6,36591,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-02-13 (confidence=0.65, factors=lack_of_clinical_corroboration, large_wastewater_spike_of_uncertain_origin, hydrology_elevation_nearby, sampling_or_lab_artifact_possible, variants_unlikely_cause)"
EVT-00063,NWSS_nc_1611_Treatment plant_raw wastewater,2024-04-30,sampling,0.85,5,29643,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-04-30 (confidence=0.85, factors=sampling_error_or_lab_artifact, environmental_dilution, clinical_trend)"
EVT-00064,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-04,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-07-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00065,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-30,epidemic,0.6,6,38469,"[epidemic] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-07-30 (confidence=0.60, factors=sustained_wastewater_increase, hydrology (dilution/confounding), variant_shift, sampling_or_lab_error)"
EVT-00066,NWSS_nc_1611_Treatment plant_raw wastewater,2024-12-26,sampling,0.8,6,16268,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-12-26 (confidence=0.80, factors=isolated single-day spike (sampling/lab), environmental (rain/flow) — not supported, clinical corroboration (hospitalizations))"
EVT-00067,NWSS_nc_1611_Treatment plant_raw wastewater,2025-02-11,environmental,1.0,0,0,"[environmental] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-02-11 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00068,NWSS_nc_1611_Treatment plant_raw wastewater,2025-04-24,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-04-24 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00069,NWSS_nc_1611_Treatment plant_raw wastewater,2025-05-01,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-05-01 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00070,NWSS_nc_1611_Treatment plant_raw wastewater,2025-07-08,sampling,0.75,6,17185,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-07-08 (confidence=0.75, factors=isolated_single-day_dip (sampling/lab), recent_high_flow_events (possible partial environmental influence), clinical_data_unavailable)"
EVT-00071,NWSS_nc_1611_Treatment plant_raw wastewater,2025-08-21,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-08-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00072,NWSS_nv_554_Treatment plant_90_raw wastewater,2021-11-15,sampling,0.9,6,18932,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2021-11-15 (confidence=0.90, factors=sampling/lab error, environmental (precipitation / dilution), clinical (true change in infections))"
EVT-00073,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-11,epidemic,1.0,0,0,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-01-11 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00074,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-18,uncertain,0.0,0,3390,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-01-18 (confidence=0.00, factors=)"
EVT-00075,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-03,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-03-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00076,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-17,sampling,0.85,0,6782,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-03-17 (confidence=0.85, factors=sampling, environmental, epidemic)"
EVT-00077,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-04-07,uncertain,0.75,0,5342,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-04-07 (confidence=0.75, factors=sampling, environmental (possible flow/processing variability), epidemic)"
EVT-00078,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-06-20,epidemic,0.9,6,42764,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-06-20 (confidence=0.90, factors=increasing community transmission (epidemic), rise in hospitalizations (clinical corroboration), variant replacement (BA.5 emergence), environmental / dilution effects, sampling / lab error)"
EVT-00079,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-07-07,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-07-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00080,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-11-09,environmental,0.8,5,34049,"[environmental] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-11-09 (confidence=0.80, factors=precipitation-driven dilution, isolated single-day measurement, hydrology (flow percentiles), clinical corroboration (hospitalizations))"
EVT-00081,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-06-20,sampling,0.82,0,6496,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2023-06-20 (confidence=0.82, factors=isolated_one-day_signal_change (sampling error likely), lack_of_environmental_confounding (no rainfall / normal flow), clinical_data_not_supportive_of_epidemic, nearby_sites_no_corroboration, temperature (general))"
EVT-00082,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-11-23,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2023-11-23 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00083,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-02-15,sampling,0.7,6,40559,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-02-15 (confidence=0.70, factors=wastewater_trend, clinical_hospitalizations, environmental_hydrology_and_weather, variants, nearby_site_corroboration)"
EVT-00084,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-10,sampling,0.0,0,5471,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-10 (confidence=0.00, factors=)"
EVT-00085,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-19,sampling,0.82,6,38113,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-19 (confidence=0.82, factors=sampling/lab anomaly, environmental (dilution/flow), clinical/epidemic signal)"
EVT-00086,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-25,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-25 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00087,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-11-18,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-11-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00088,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-11-25,sampling,0.86,0,4861,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-11-25 (confidence=0.86, factors=sampling/laboratory anomaly, lack of clinical corroboration, environmental factors (ruled out))"
EVT-00089,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-12-13,sampling,0.88,5,32257,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-12-13 (confidence=0.88, factors=sampling / laboratory error (including possible non-detect placeholder), data reporting/processing anomaly (duplicate/minimum-value entry), environmental influences (dilution/flow))"
EVT-00090,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-01-15,sampling,0.88,5,32202,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-01-15 (confidence=0.88, factors=sampling (including lab error), environmental (dilution / flow), epidemic (true community signal))"
EVT-00091,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-02-20,uncertain,0.0,0,4853,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-02-20 (confidence=0.00, factors=)"
EVT-00092,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-03-10,uncertain,0.0,0,3517,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-03-10 (confidence=0.00, factors=)"
EVT-00093,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-03-25,epidemic,0.7,6,18321,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-03-25 (confidence=0.70, factors=sustained wastewater increase, statistical trend detection (cusum_trend), hydrology (flow percentiles), precipitation / weather, hospitalization data missing)"
EVT-00094,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-04-17,sampling,0.85,0,6829,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-04-17 (confidence=0.85, factors=sampling, environmental, epidemic)"
EVT-00095,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-05-20,sampling,0.0,0,5937,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-05-20 (confidence=0.00, factors=)"
EVT-00096,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-05-30,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-05-30 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00097,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-06-07,sampling,0.85,6,37558,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-06-07 (confidence=0.85, factors=sampling_error / lab or grab-sample issue, environmental (dilution/flow), epidemiologic trend (regional epidemic signal))"
EVT-00098,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-06-28,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-06-28 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00099,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-08-08,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-08-08 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00100,NWSS_ny_1041_Treatment plant_raw wastewater,2022-07-17,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2022-07-17 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00101,NWSS_ny_1041_Treatment plant_raw wastewater,2022-10-17,sampling,0.85,0,5232,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2022-10-17 (confidence=0.85, factors=sampling_issue (isolated low measurement), no clinical corroboration, no strong environmental driver detected)"
EVT-00102,NWSS_ny_1041_Treatment plant_raw wastewater,2022-12-07,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2022-12-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00103,NWSS_ny_1041_Treatment plant_raw wastewater,2023-03-14,sampling,0.85,0,5836,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-03-14 (confidence=0.85, factors=sampling_or_lab_error, lack_of_clinical_corroboration, environmental_factors_unlikely)"
EVT-00104,NWSS_ny_1041_Treatment plant_raw wastewater,2023-04-13,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-04-13 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00105,NWSS_ny_1041_Treatment plant_raw wastewater,2023-08-10,mixed,1.0,0,0,"[mixed] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-08-10 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00106,NWSS_ny_1041_Treatment plant_raw wastewater,2023-10-05,sampling,0.8,6,38457,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-10-05 (confidence=0.80, factors=sampling_or_lab_error, environmental (rain/flow) — minor, clinical_epidemic_signal)"
